File	AsrCERENCE	Label
de-02_090a_de_10148.wav	Die Helligkeit des ambienten Lichts auf das maximum stellen	Die Helligkeit des Ambientelichts auf das Maximum stellen
de-02_090a_de_10149.wav	Minimale Helligkeit des ambienten Lichts einstellen	Minimale Helligkeit des Ambientelichts einstellen
de-02_090a_de_10150.wav	Stelle die Helligkeit des ambienten Lichts auf das Minimum	Stelle die Helligkeit des Ambientelichts auf das Minimum
de-02_090a_de_10151.wav	Die Helligkeit des ambienten Lichts auf das Minimum einstellen	Die Helligkeit des Ambientelichts auf das Minimum einstellen
de-02_090a_de_10152.wav	Die Helligkeit des ambienten Lichts auf Minimum	Die Helligkeit des Ambientelichts auf Minimum
de-02_090a_de_10153.wav	Erhöhe die Medien Lautstärke ein wenig	Erhöhe die Medienlautstärke ein wenig
de-02_090a_de_10154.wav	Die Medien Lautstärke ein bisschen erhöhen	Die Medienlautstärke ein bisschen erhöhen
de-02_090a_de_10156.wav	Erhöhen sie die Musik Lautstärke um zwei stufen	Erhöhen Sie die Musiklautstärke um 2 Stufen
de-02_090a_de_10157.wav	Erhöhen sie die Musik Lautstärke um 50 %	Erhöhen Sie die Musiklautstärke um 50 Prozent
de-02_090a_de_10158.wav	Die Medien Lautstärke ein wenig verringern	Die Medienlautstärke ein wenig verringern
de-02_090a_de_10159.wav	Die Medien Lautstärke ein bisschen senken	Die Medienlautstärke ein bisschen senken
de-02_090a_de_10161.wav	Verringern sie die Musik Lautstärke um zwei stufen	Verringern Sie die Musiklautstärke um 2 Stufen
de-02_090a_de_10162.wav	Verringern sie die Musik Lautstärke um 50 %	Verringern Sie die Musiklautstärke um 50 Prozent
de-02_090a_de_10163.wav	Stellen sie die Musik Lautstärke auf 50 zur Cent ein	Stellen Sie die Musiklautstärke auf 50 Prozent ein
de-02_090a_de_10164.wav	Stellen sie die Musik Lautstärke auf fünf stufe ein	Stellen Sie die Musiklautstärke auf Stufe 5 ein
de-02_090a_de_10165.wav	Stellen sie die Musik Lautstärke auf maximum ein	Stellen Sie die Musiklautstärke auf Maximum ein
de-02_090a_de_10166.wav	Ändern sie die o. k. wähle Lautstärke auf Minimum	Ändern Sie die UKW-Lautstärke auf ein Minimum
de-02_090a_de_10168.wav	Erhöhe die sitz Heizung des Beifahrer Sitzes um eins	Die Lautstärke für Navigation ein wenig verringern
de-02_090a_de_10169.wav	Ich möchte den Fahrmodus kundenspezifisch stellen	Die Lautstärke von Navigation ein bisschen senken
de-02_090a_de_10171.wav	Verringern Sie die Navigationslautstärke um zwei stufen	Verringern Sie die Navigationslautstärke um 2 Stufen
de-02_090a_de_10172.wav	Navigation s Volumen auf 50 % einstellen	Navigationsvolumen auf 50 Prozent einstellen
de-02_090a_de_10174.wav	Legen Sie die Navigationslautstärke auf Minimum fest	Legen Sie die Navigationslautstärke auf ein Minimum fest
de-02_090a_de_10175.wav	Schalte die sitz Belüftung vom fahre und aus	Drehen Sie die Lautstärke ein wenig hoch
de-02_090a_de_10178.wav	Ich möchte die Ventilatoren anschalten	Stellen Sie die Lautstärke auf 15 ein
de-02_090a_de_10179.wav	Verringern sie die Lautstärke um zwei stufen	Reduzierung des Volumens um 50 Prozent
de-02_090a_de_10181.wav	Lautstärke auf 50 % einstellen	Lautstärke auf 50 Prozent einstellen
de-02_090a_de_10182.wav	Ich möchte das Beifahrer Fenster auf 70 % aufmachen	Legen Sie die Lautstärke auf Maximum fest
de-02_090a_de_10184.wav	Reduzierung des Navigation s Volumen um 50 %	Reduzierung des Navigationsvolumens um 50 Prozent
de-02_090a_de_10186.wav	Schalte den Tyne ein	Schalte den Tuner ein
de-02_090a_de_10187.wav	Schalte das war Dio ein	Schalte das Radio ein
de-02_090a_de_10189.wav	Erhöh die Fahrersitzbelüftung um eins	Radio einschalten
de-02_090a_de_10191.wav	Deaktiviere den Schnee modus	Stelle das Radio an
de-02_090a_de_10192.wav	Bitte mach das Vadio an	Bitte mach das Radio an
de-02_090a_de_10193.wav	Stell die minimale Fahrersitzheizung	Ich will Radio hören
de-02_090a_de_10196.wav	Verringere die Lautstärke um 10 %	Kannst du Radio abspielen
de-02_090a_de_10197.wav	Fenster beim fahre aufmachen	Zum Radio umschalten
de-02_090a_de_10203.wav	Schalte die sitz Belüftung vorne links ein	Schalte Radio aus
de-02_090a_de_10206.wav	Vario beenden	Radio beenden
de-02_090a_de_10209.wav	Das ist das Fahrer Fenster 30 % aufmachen	Radio jetzt beenden
de-02_090a_de_10210.wav	Schalte den Luftreiniger ein	Radio abschalten
de-02_090a_de_10213.wav	Kannst du mir einen zufälliges Lied abspielen	kannst du mir ein zufälliges Lied abspielen
de-02_090a_de_10214.wav	Suche Gutenberg-Museum	suche Gutenberg Museum
de-02_090a_de_10216.wav	Ich möchte das Medien Volumen auf Minimum stellen	Wo befindet sich der Stadtpark
de-02_090a_de_10217.wav	Setzen sie die Hello umgebungs habe auf dunkelblau	Wo ist das Stadtmuseum
de-02_090a_de_10218.wav	Verringere die sitz Heizung Mainz	Wo liegt der Englische Garten
de-02_090a_de_10219.wav	Richte die Klimaanlage auf die Füße	Wo ist das Gutenberg Museum
de-02_090a_de_10220.wav	Bringe den Ventilator aufs Gesicht	Wo liegt das Schokoladenmuseum
de-02_090a_de_10221.wav	Suche Dunkerstraße	suche Dunckerstraße
de-02_090a_de_10223.wav	Ändern sie die umgebungslichtfarbe in rot	Lindenstraße suchen
de-02_090a_de_10224.wav	Stelle den Ventilator auf Stufe Eins	Grabenstraße suchen
de-02_090a_de_10225.wav	Ich möchte den Fahrmodus auf Benutzerdefiniert modus einstellen	Industriestraße suchen
de-02_090a_de_10226.wav	Gebläse stärke auf drei einstellen	suche Altona in Hamburg
de-02_090a_de_10227.wav	Dieses plus auf der fahre abschalten	suche Tübingen in Baden-Württemberg
de-02_090a_de_10228.wav	Klima Automatik empfand ausschalten	suche Spandau in Berlin
de-02_090a_de_10229.wav	Suche Postdamm in Brandenburg	suche Potsdam in Brandenburg
de-02_090a_de_10230.wav	Die sitz Lüftung für den Fahrer einschalten	suche Wiesbaden in Hessen
de-02_090a_de_10235.wav	Gibt es verfügbare Batteriewechselstation in der Nähe	gibt es verfügbare Batteriewechselstationen in der Nähe
de-03_090a_de_10003.wav	Die außen Zirkulation sollte angeschaltet sein	die Ventilatoren für meine Füße haben
de-03_090a_de_10004.wav	Schalte den Boone Ventilator ein	Schalte den Bodenventilator ein
de-03_090a_de_10005.wav	Die Lüfter stufe niedriger stellen	die Lüftungsstufe niedriger stellen
de-03_090a_de_10006.wav	Schalte den fuß Lüfter ein	Schalte den Fußlüfter ein
de-03_090a_de_10008.wav	Klimaanlage für hä Kabine ausschalten	Klimaanlage für Heckkabine ausschalten
de-03_090a_de_10009.wav	Deaktivieren sie die Luft durch alle Lüftungsschlitze	Schalten Sie den Lüfter ein
de-03_090a_de_10010.wav	Die außen Zirkulation sollte angeschaltet sein	Schalten Sie den vorderen Lüfter ein
de-03_090a_de_10012.wav	Schalte die Klimaanlage an	Schalten Sie den Lüfter aus
de-03_090a_de_10013.wav	Schalten sie den Rücksitz Ventilator aus	Schalten Sie den Rücksitzventilator aus
de-03_090a_de_10015.wav	Aktiviere die Synchronisierung der Innenraum Temperatur	Externe Zirkulation ausschalten
de-03_090a_de_10016.wav	Fenster für den Fahrer öffnen	Luftumwälzung ausschalten
de-03_090a_de_10017.wav	Schalt die Sitzbelüftung an	Erhöhen Sie die Temperatur
de-03_090a_de_10018.wav	Ich möchte die sitz Heizung kleiner stellen	Erhöhen Sie die Temperatur ein wenig
de-03_090a_de_10020.wav	Erhöhen sie die Temperatur der Klimaanlage um drei grad	Erhöhen Sie die Temperatur der Klimaanlage um 3 Grad
de-03_090a_de_10021.wav	Erhöhen sie die Temperatur um drei grad	Erhöhen Sie die Temperatur um 3 Grad
de-03_090a_de_10022.wav	Lieder gemischt spielen	Verringern Sie die Temperatur
de-03_090a_de_10023.wav	Senken sie Temperatur ein wenig	Senken Sie die Temperatur ein wenig
de-03_090a_de_10024.wav	Verringern sie die Temperatur der Klimaanlage um drei grad	Verringern Sie die Temperatur der Klimaanlage um 3 Grad
de-03_090a_de_10025.wav	Temperatur 0,5 abkühlen	Temperatur um 0,5 abkühlen
de-03_090a_de_10026.wav	Verringern sie die Temperatur um drei grad	Verringern Sie die Temperatur um 3 Grad
de-03_090a_de_10028.wav	Kabinen Temperatur auf min einstellen	Kabinentemperatur auf min einstellen
de-03_090a_de_10029.wav	Erhöhen Sie die Lüfterdrehzahl der Klimaanlage um drei Stufen	Erhöhen Sie die Lüfterdrehzahl der Klimaanlage um 3 Stufen
de-03_090a_de_10030.wav	Erhöhen Sie die Lüftergeschwindigkeit um drei Stufen	Erhöhen Sie die Lüftergeschwindigkeit um 3 Stufen
de-03_090a_de_10034.wav	Ersten Zirkulation sollte ausgemacht werden	Wind im Gesicht machen
de-03_090a_de_10035.wav	Navigiere zu Korekamp	die Lüftung im Gesicht haben
de-03_090a_de_10036.wav	USB Musik ausschalten	Stelle den Ventilator Richtung Füße
de-03_090a_de_10037.wav	Die Sitzbelüftung auf der Fahrer Seite ausschalten	Ventilator ins Gesicht blasen
de-03_090a_de_10039.wav	Stelle den Ventilator auf Stufe Eins	Stelle die Lüftungs an der Windschutzscheibe ein
de-03_090a_de_10040.wav	Setzen sie ic in den entneblungs modus	Setzen Sie ac in den Entnebelungsmodus
de-03_090a_de_10043.wav	Entneblungs modus ausschalten	Schalten Sie den Lüfter für den Kopf aus
de-03_090a_de_10044.wav	Schalten sie den ab to modus aus	Schalten Sie den Abtaumodus aus
de-03_090a_de_10045.wav	Deaktivieren sie die Luft doch alle Lüftungsschlitze	Deaktivieren Sie die Luft durch alle Lüftungsschlitze
de-03_090a_de_10046.wav	Die Helligkeit des ambienten Lichts ein wenig niedriger stellen	Die Sitzheizung ein
de-03_090a_de_10047.wav	Stelle bitte die maximale Medien Lautstärke ein	Sitzheizung auf Stufe 4 stellen
de-03_090a_de_10048.wav	Lautstärke auf 50 % einstellen	Drehen Sie die Heizung des Fahrersitzes auf
de-03_090a_de_10049.wav	Deaktiviere die Lüftung durch einen Zoo und	Erhöhen die Erwärmung des Fahrersitzes
de-03_090a_de_10050.wav	Erhöhen Sie die Sitzheizung um zwei stufen	Erhöhen Sie die Sitzheizung um 2 Stufen
de-03_090a_de_10051.wav	Senken sie die Heizung des Beifahrer Sitzes	Senken Sie die Heizung des Beifahrersitzes
de-03_090a_de_10053.wav	Verringern Sie die Sitzheizung zwei Stufen	Verringern Sie die Sitzheizung um 2 Stufen
de-03_090a_de_10054.wav	Stelle die Lüftung Stufe kleiner	Stellen Sie die Vordersitzheizung auf das Maximum ein
de-03_090a_de_10056.wav	Bitte stelle die Sitzmassage für mich auf Stufe Eins	Stellen Sie die Sitzheizung auf ein Minimum ein
de-03_090a_de_10057.wav	Verringern sie die sitz Heizung s Intensität auf die kleinste für den Fahrer	Verringern Sie die Sitzheizungsintensität auf die kleinste für den Fahrer
de-03_090a_de_10058.wav	Schalte die Klimatisierung auf	Sitzbelüftung auf Stufe 4 stellen
de-03_090a_de_10060.wav	Die sitz Heizung beim Fahrer aktivieren	Sitzbelüftung ist auf Maximum eingestellt
de-03_090a_de_10061.wav	Fahrersitzheizung kleiner stellen	Stellen Sie die Sitzbelüftung für den Passagier auf ein Minimum ein
de-03_090a_de_10062.wav	Könntest du mir dem Ventilator ins Gesicht blasen	Sitzbelüftung auf Minimum eingestellt
de-03_090a_de_10065.wav	Erhöhen Sie die Sitzbelüftung um zwei stufen	Erhöhen Sie die Sitzbelüftung um 2 Stufen
de-03_090a_de_10067.wav	Verringern Sie die Sitzbelüftung um zwei stufen	Verringern Sie die Sitzbelüftung um 2 Stufen
de-03_090a_de_10069.wav	Navigation s Volumen auf 50 % einstellen	Mache die Massagefunktion für den Passagier hinten links an
de-03_090a_de_10070.wav	Öffne bitte den äußeren luftkreislauf	Aktiviere die Massagefunktion für den Sitz hinten rechts
de-03_090a_de_10071.wav	Deaktivieren sie den Laufwerks modus	Die Massagefunktion für den Passagier vorne links einschalten
de-03_090a_de_10073.wav	Ich möchte die ambiente Beleuchtung ausschalten	Schalte die Massage vorne rechts ein
de-03_090a_de_10075.wav	Schalte die Massagefunktion für den Beifahrer sitz aus	Schalte die Massagefunktion für den Beifahrersitz aus
de-03_090a_de_10076.wav	Ich möchte diese Zeit für auf maximum erhöhen	Mache die Massagefunktion für den Passagier hinten links aus
de-03_090a_de_10080.wav	Niedrigste Ventilatorstärke	Schalte die Massage vorne rechts aus
de-03_090a_de_10087.wav	Drehe die massage stufe auf das maximum	Drehe die Massagestufe auf das Maximum
de-03_090a_de_10089.wav	Stelle die massage stufe auf das Minimum	Stelle die Massagestufe auf das Minimum
de-03_090a_de_10090.wav	Offenes Fenster zu 10 %	Offenes Fenster zu 10%
de-03_090a_de_10092.wav	Das Beifahrer Fenster aufmachen	Das Beifahrerfenster aufmachen
de-03_090a_de_10093.wav	Das Fahrer Fenster aufmachen	Das Fahrerfenster aufmachen
de-03_090a_de_10094.wav	Navigationslautstärke auf Minimum stellen	Das Fahrerfenster öffnen
de-03_090a_de_10096.wav	Das Beifahrer Fenster öffnen	Das Beifahrerfenster öffnen
de-03_090a_de_10097.wav	Lautstärke und 20 % verringern	Lass das Fenster ein wenig schließen
de-03_090a_de_10099.wav	Lass uns die Medien Lautstärke um 30 % erhöhen	Schalte den Fahrmodus auf Sport um
de-03_090a_de_10100.wav	Hast verstehen Raumtemperatur auf Minen stellen	Schalte den Fahrmodus auf Sport ein
de-03_090a_de_10110.wav	Kannst du Die Massagestärke des Fahrer Sitzes höher stellen	Schalte den Fahrmodus ein
de-03_090a_de_10112.wav	Ich möchte das Medien Volumen auf 40 % stellen	Den Fahrmodus ausschalten
de-03_090a_de_10113.wav	Deaktivieren sie den Laufwerk modus	Deaktivieren Sie den Laufwerksmodus
de-03_090a_de_10115.wav	Schalten sie den sport fahr modus aus	Schalten Sie den Sportfahrmodus aus
de-03_090a_de_10116.wav	Komfort modus deaktivieren	Komfortmodus deaktivieren
de-03_090a_de_10118.wav	Sportplus Modus deaktivieren	Sport-Plus-Modus deaktivieren
de-03_090a_de_10124.wav	Schalte die Atmosphäre Beleuchtung ein	Schalte die Atmosphärenbeleuchtung ein
de-03_090a_de_10125.wav	Navigationslautstärke auf Minimum stellen	Aktiviere das Ambientelicht
de-03_090a_de_10126.wav	Mache das Ambientelicht an	mach das Ambientelicht an
de-03_090a_de_10129.wav	Setzen sie die Hello umgebungs habe auf dunkelblau	Setzen Sie die helle Umgebungsfarbe auf Dunkelblau
de-03_090a_de_10130.wav	Ändern sie die umgebungslichtfarbe in Route	Ändern Sie die Umgebungslichtfarbe in Rot
de-03_090a_de_10133.wav	Die Helligkeit atmosphärenbeleuchtung ein bisschen erhöhen	Die Helligkeit der Atmosphärenbeleuchtung ein bisschen erhöhen
de-03_090a_de_10134.wav	Drehe die Helligkeit des ambiente Lichts ein bisschen hoch	Drehe die Helligkeit des Ambientelichts ein bisschen hoch
de-03_090a_de_10135.wav	Die Helligkeit des ambiente Lichts ein wenig höher stellen	Die Helligkeit des Ambientelichts ein wenig höher stellen
de-03_090a_de_10136.wav	Die Helligkeit des ambiente Lichts ein bisschen erhöhen	Die Helligkeit des Ambientelichts ein bisschen erhöhen
de-03_090a_de_10137.wav	Erhöhe Helligkeit des ambiente Lichts etwas	Erhöhe Helligkeit des Ambientelichts etwas
de-03_090a_de_10138.wav	Erhöhen sie die Helligkeit des umgebungs lichtes um zwei stufen	Erhöhen Sie die Helligkeit des Umgebungslichts um 2 Stufen
de-03_090a_de_10139.wav	Die Helligkeit atmosphärenbeleuchtung ein wenig niedriger stellen	Die Helligkeit der Atmosphärenbeleuchtung ein wenig niedriger stellen
de-03_090a_de_10141.wav	Drehe die Helligkeit des ambiente Lichts ein bisschen herunter	Drehe die Helligkeit des Ambientelichts ein bisschen herunter
de-03_090a_de_10142.wav	Die Helligkeit des ambiente Lichts ein wenig niedriger stellen	Die Helligkeit des Ambientelichts ein wenig niedriger stellen
de-03_090a_de_10143.wav	Deaktiviere den Schnee modus	Die Helligkeit des Ambientelichts ein bisschen verringern
de-03_090a_de_10144.wav	Verringere Helligkeit des ambiente Lichts etwas	Verringere Helligkeit des Ambientelichts etwas
de-03_090a_de_10145.wav	Verringern sie die Helligkeit des umgebungs lichtes um zwei stufen	Verringern Sie die Helligkeit des Umgebungslichts um 2 Stufen
de-03_090a_de_10146.wav	Stelle die Helligkeit des ambiente Lichts auf maximum	Stelle die Helligkeit des Ambientelichts auf Maximum
de-03_090a_de_10147.wav	Die Helligkeit des ambiente Lichts auf maximum	Die Helligkeit des Ambientelichts auf Maximum
de-03_090a_de_10148.wav	Die Helligkeit des ambiente Lichts auf was maximum stellen	Die Helligkeit des Ambientelichts auf das Maximum stellen
de-03_090a_de_10149.wav	Minimale Helligkeit ist ein der Techts einstellen	Minimale Helligkeit des Ambientelichts einstellen
de-03_090a_de_10150.wav	Stelle die Helligkeit des ambiente Lichts auf das Minimum	Stelle die Helligkeit des Ambientelichts auf das Minimum
de-03_090a_de_10151.wav	Die Helligkeit des ambiente Lichts auf das meinem mum einstellen	Die Helligkeit des Ambientelichts auf das Minimum einstellen
de-03_090a_de_10152.wav	Die Helligkeit des ambiente Lichts auf Minimum	Die Helligkeit des Ambientelichts auf Minimum
de-03_090a_de_10153.wav	Erhöhe die Medien Lautstärke ein wenig	Erhöhe die Medienlautstärke ein wenig
de-03_090a_de_10154.wav	Die Medien Lautstärke ein bisschen erhöhen	Die Medienlautstärke ein bisschen erhöhen
de-03_090a_de_10155.wav	Ich möchte die Temperatur etwas erhöhen	Drehe die Lautstärke von Medien hoch
de-03_090a_de_10156.wav	Erhöhen sie Musik auf stärke um zwei stufen	Erhöhen Sie die Musiklautstärke um 2 Stufen
de-03_090a_de_10157.wav	Erhöhen sie die Musik Lautstärke um 50 %	Erhöhen Sie die Musiklautstärke um 50 Prozent
de-03_090a_de_10158.wav	Die Medien Lautstärke ein wenig verringern	Die Medienlautstärke ein wenig verringern
de-03_090a_de_10159.wav	Die Medien Lautstärke ein bisschen senken	Die Medienlautstärke ein bisschen senken
de-03_090a_de_10160.wav	Ich möchte das Volumen auf 40 % stellen	Drehe die Lautstärke von Medien herunter
de-03_090a_de_10161.wav	Verringern sie die Musik Lautstärke um zwei stufen	Verringern Sie die Musiklautstärke um 2 Stufen
de-03_090a_de_10162.wav	Verringern sie die Musik Lautstärke um 50 %	Verringern Sie die Musiklautstärke um 50 Prozent
de-03_090a_de_10163.wav	Stellen sie Musiker stärker 50 % ein	Stellen Sie die Musiklautstärke auf 50 Prozent ein
de-03_090a_de_10164.wav	Stellen sie die Musik Lautstärke auf Stufe 5 ein	Stellen Sie die Musiklautstärke auf Stufe 5 ein
de-03_090a_de_10165.wav	Stellen sie die Musik stärke auf maximum ein	Stellen Sie die Musiklautstärke auf Maximum ein
de-03_090a_de_10166.wav	Ändern sie die UKW Lautstärke auf ein Minimum	Ändern Sie die UKW-Lautstärke auf ein Minimum
de-03_090a_de_10169.wav	Die Lautstärke von Navigation an bisschen senken	Die Lautstärke von Navigation ein bisschen senken
de-03_090a_de_10171.wav	Verringern Sie die Navigationslautstärke um zwei stufen	Verringern Sie die Navigationslautstärke um 2 Stufen
de-03_090a_de_10172.wav	Navigation s Volumen auf 50 % einstellen	Navigationsvolumen auf 50 Prozent einstellen
de-03_090a_de_10174.wav	Legen sie Navigation s Lautstärke auf ein Minimum fest	Legen Sie die Navigationslautstärke auf ein Minimum fest
de-03_090a_de_10175.wav	Bitte schalte Frischluft modus ein	Drehen Sie die Lautstärke ein wenig hoch
de-03_090a_de_10177.wav	Verringern Sie Lautstärke ein wenig	Verringern Sie die Lautstärke ein wenig
de-03_090a_de_10179.wav	Verringern sie die Lautstärke um zwei stufen	Reduzierung des Volumens um 50 Prozent
de-03_090a_de_10181.wav	Lautstärke auf 50 % einstellen	Lautstärke auf 50 Prozent einstellen
de-03_090a_de_10184.wav	Reduzierung des Navigation s Volumens um 50 %	Reduzierung des Navigationsvolumens um 50 Prozent
de-03_090a_de_10187.wav	Ich möchte den fahr modus auf Komfort einschalten	Schalte das Radio ein
de-03_090a_de_10189.wav	Lieder gemischt spielen	Radio einschalten
de-03_090a_de_10191.wav	Ich möchte den Fahrmodus auf ECO modus anmachen	Stelle das Radio an
de-03_090a_de_10192.wav	Drehe die Lautstärke von Medien hoch	Bitte mach das Radio an
de-03_090a_de_10193.wav	Bitte hilf mir die Medien Lautstärke um 10 % zu verringern	Ich will Radio hören
de-03_090a_de_10196.wav	Ich möchte die Sitzheizung um zwei stufen verringern	Kannst du Radio abspielen
de-03_090a_de_10197.wav	Erhöhe bitte die Navigationslautstärke	Zum Radio umschalten
de-03_090a_de_10200.wav	Mach Data Radio aus	Wechsle zum Radio
de-03_090a_de_10203.wav	Die Sitzbelüftung für den Fahrer ausschalten	Schalte Radio aus
de-03_090a_de_10206.wav	Erhöhe navigations Lautstärke	Radio beenden
de-03_090a_de_10209.wav	Das Navigation s Volumen auf MAX umstellen	Radio jetzt beenden
de-03_090a_de_10210.wav	Gebläse stärke der Klimaanlage ein wenig verringern	Radio abschalten
de-03_090a_de_10214.wav	Suche Gutenberg-Museum	suche Gutenberg Museum
de-03_090a_de_10216.wav	Verringern sie die Musik Lautstärke um zwei stufen	Wo befindet sich der Stadtpark
de-03_090a_de_10217.wav	Stelle die Helligkeit des ambiente Lichts auf das Minimum	Wo ist das Stadtmuseum
de-03_090a_de_10218.wav	Sitzmassage auf Stufe 1 einstellen	Wo liegt der Englische Garten
de-03_090a_de_10219.wav	Wo ist das Gutenberg-Museum	Wo ist das Gutenberg Museum
de-03_090a_de_10220.wav	Ambientelicht auf oder stellen	Wo liegt das Schokoladenmuseum
de-03_090a_de_10221.wav	Suche Dunkerstraße	suche Dunckerstraße
de-03_090a_de_10223.wav	Stell die Sitzbelüftung auf zwei	Lindenstraße suchen
de-03_090a_de_10224.wav	Geschwindigkeit Ventilator auf Minimum einstellen	Grabenstraße suchen
de-03_090a_de_10225.wav	Starte massage der schultern auf dem vorder Sets	Industriestraße suchen
de-03_090a_de_10226.wav	Fahr bitte zu einer Ladesäule in der Nähe	suche Altona in Hamburg
de-03_090a_de_10227.wav	Stelle das Medien Volumen laut an	suche Tübingen in Baden-Württemberg
de-03_090a_de_10228.wav	Deaktiviere den Schnee modus	suche Spandau in Berlin
de-03_090a_de_10229.wav	Sitzbelüftung am stärksten stellen	suche Potsdam in Brandenburg
de-03_090a_de_10235.wav	Gibt es verfügbare Batteriewechselstation in der Nähe	gibt es verfügbare Batteriewechselstationen in der Nähe
de-04_090a_de_10003.wav	Sitzbelüftung vom Beifahrer anmachen	die Ventilatoren für meine Füße haben
de-04_090a_de_10006.wav	Schalte den fuß Lüfter ein	Schalte den Fußlüfter ein
de-04_090a_de_10008.wav	Klimaanlage für Heck Kabine ausschalten	Klimaanlage für Heckkabine ausschalten
de-04_090a_de_10009.wav	Bitte stelle die sitz Heizung des Fahrersitzes auf zwei	Schalten Sie den Lüfter ein
de-04_090a_de_10010.wav	Mach bitte das Medien Volumen ganz leise	Schalten Sie den vorderen Lüfter ein
de-04_090a_de_10012.wav	Navigiere nach Bismarckstraße	Schalten Sie den Lüfter aus
de-04_090a_de_10013.wav	Schalten sie den Rücksitz Ventilator aus	Schalten Sie den Rücksitzventilator aus
de-04_090a_de_10015.wav	Musik Funktion anmachen	Externe Zirkulation ausschalten
de-04_090a_de_10016.wav	Gebläse Check free Vordersitze auf den Höchstwert einstellen	Luftumwälzung ausschalten
de-04_090a_de_10017.wav	Drehen die Helligkeit die atmosphärenbeleuchtung ein bisschen hoch	Erhöhen Sie die Temperatur
de-04_090a_de_10018.wav	Drehe die Klimaanlage aufs Gesicht	Erhöhen Sie die Temperatur ein wenig
de-04_090a_de_10020.wav	Erhöhen sie die Temperatur der Klimaanlage um drei grad	Erhöhen Sie die Temperatur der Klimaanlage um 3 Grad
de-04_090a_de_10021.wav	Erhöhen sie die Temperatur um drei grad	Erhöhen Sie die Temperatur um 3 Grad
de-04_090a_de_10022.wav	Bitte stelle die Sitzbelüftung des Beifahrer Sitzes auf eins	Verringern Sie die Temperatur
de-04_090a_de_10024.wav	Verringern sie die Temperatur der Klimaanlage um drei grad	Verringern Sie die Temperatur der Klimaanlage um 3 Grad
de-04_090a_de_10025.wav	Öffne die Ita radio	Temperatur um 0,5 abkühlen
de-04_090a_de_10026.wav	Verringern sie die Temperatur um drei grad	Verringern Sie die Temperatur um 3 Grad
de-04_090a_de_10028.wav	Kabinen Temperatur auf min einstellen	Kabinentemperatur auf min einstellen
de-04_090a_de_10029.wav	Erhöhen Sie die Lüfterdrehzahl der Klimaanlage um drei Stufen	Erhöhen Sie die Lüfterdrehzahl der Klimaanlage um 3 Stufen
de-04_090a_de_10030.wav	Erhöhen Sie die Lüftergeschwindigkeit um drei Stufen	Erhöhen Sie die Lüftergeschwindigkeit um 3 Stufen
de-04_090a_de_10034.wav	Willst du Ventilatorstärke	Wind im Gesicht machen
de-04_090a_de_10035.wav	Gebläse stärke der Klimaanlage ein wenig erhöhen	die Lüftung im Gesicht haben
de-04_090a_de_10036.wav	Mache das Fenster des rechten Rücksitzes zu	Stelle den Ventilator Richtung Füße
de-04_090a_de_10037.wav	Die Fahrersitzbelüftung ausschalten	Ventilator ins Gesicht blasen
de-04_090a_de_10039.wav	Schalte die Ital Radio aus	Stelle die Lüftungs an der Windschutzscheibe ein
de-04_090a_de_10040.wav	Setzen sie AC in den entneblungs modus	Setzen Sie ac in den Entnebelungsmodus
de-04_090a_de_10043.wav	Deaktivierter FM	Schalten Sie den Lüfter für den Kopf aus
de-04_090a_de_10044.wav	Schalten sie den Uptown modus aus	Schalten Sie den Abtaumodus aus
de-04_090a_de_10045.wav	Temperatur der vorderen Klimaanlage auf 15 grad einstellen	Deaktivieren Sie die Luft durch alle Lüftungsschlitze
de-04_090a_de_10046.wav	Schalte die automatische Klimaregelung in der vorderen reihe ein	Die Sitzheizung ein
de-04_090a_de_10047.wav	Zu Rinkes zu Hause navigieren	Sitzheizung auf Stufe 4 stellen
de-04_090a_de_10048.wav	Was ist die Lautstärke auf 50 % einstellen	Drehen Sie die Heizung des Fahrersitzes auf
de-04_090a_de_10049.wav	Das Medien Volumen auf MAX umstellen	Erhöhen die Erwärmung des Fahrersitzes
de-04_090a_de_10050.wav	Erhöhen Sie die Sitzheizung um zwei stufen	Erhöhen Sie die Sitzheizung um 2 Stufen
de-04_090a_de_10051.wav	Senken sie die Heizung des Beifahrer Sitzes	Senken Sie die Heizung des Beifahrersitzes
de-04_090a_de_10052.wav	S Ventilatorstärke	Verringern Sie die Erwärmung des Beifahrersitzes
de-04_090a_de_10053.wav	Verringern Sie die Sitzheizung um zwei stufen	Verringern Sie die Sitzheizung um 2 Stufen
de-04_090a_de_10054.wav	Stellen sie die vorder Sitzheizung auf das maximum ein	Stellen Sie die Vordersitzheizung auf das Maximum ein
de-04_090a_de_10055.wav	Stellen sie die heiz Intensität des Fahrersitzes auf das maximum ein	Stellen Sie die Heizintensität des Fahrersitzes auf das Maximum ein
de-04_090a_de_10056.wav	Stelle bitte das Navigation s Volumen auf 40 %	Stellen Sie die Sitzheizung auf ein Minimum ein
de-04_090a_de_10057.wav	Verringern sie die sitz Heizung s Intensität auf die kleinste für den Fahrer	Verringern Sie die Sitzheizungsintensität auf die kleinste für den Fahrer
de-04_090a_de_10058.wav	Bitte hilf mir die Medien Lautstärke zu verringern	Sitzbelüftung auf Stufe 4 stellen
de-04_090a_de_10060.wav	Stelle die Klimaanlage auf entneblungs modus ein	Sitzbelüftung ist auf Maximum eingestellt
